District,School Name,City,Report Period,Total Cases,Academic Year,Date Updated
Norwich School District,"Guide, Inc.",Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Sacred Heart School-Taftville,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,TVCCA - Taftville ECE,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Easter Seals Capitol Region and Eastern Connecticut - Norwich,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Strive Autism Program @ Huntington,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,TVCCA  - Taftville HS,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Special Needs Program @ Mahan,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Wildwood Christian,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Natchaug Hospital School Joshua Center Thames Valley CDT,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Samuel Huntington School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Montessori Discovery School,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Stanton Special Learning Center,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Hickory Street School,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Global Child,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Transition Academy,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Strive Program @ Kelly,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Mayflower Montessori School,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Strive Program @ Stanton,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,"Madonna Place, Inc. - Home Visiting",Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,John B. Stanton School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,United Community & Family Services - Home Visiting,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Wequonnoc Magnet School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Thomas W. Mahan School,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Norwich School District,Veterans' Memorial School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Veterans' Memorial School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Uncas Elementary School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Moriarty Magnet School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Kelly STEAM Magnet Middle School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Kelly STEAM Magnet Middle School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Teachers' Memorial Global Studies Magnet Middle School,Norwich,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Norwich School District,Virtual Learning Academy,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,Saint John Catholic School,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,Natchaug Hospital School CDT-Shoreline,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,United Cerebral Palsy of Eastern CT - Old Saybrook,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,Kathleen E. Goodwin School,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,The Children's Tree Montessori School Inc.,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,Old Saybrook Middle School,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Old Saybrook School District,Old Saybrook Senior High School,Old Saybrook,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,The Foundation School-Orange,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Mary L. Tracy School,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Race Brook School,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Turkey Hill School,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Peck Place School,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Hope Academy,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Orange School District,Southern Connecticut Hebrew Academy,Orange,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Oxford Center School,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Quaker Farms School,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Connections Alternative Learning Center,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Community Explorations,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Great Oak Middle School,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Oxford School District,Oxford High School,Oxford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Moosup Elementary School,Moosup,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,EastConn Plainfield Head Start,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Seabird Enterprises - The Victorian Restaurant and Village Bakery,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Plainfield Memorial School,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Shepard Hill Elementary School,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Plainfield Central School,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Plainfield High School,Central Village,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainfield School District,Early Childhood Center,Plainfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Plainville Transition Program,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,"Plainville Early Learning Center, Inc. - W. Main St.",Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Bristol School District,Ability Beyond - Greater Hartford,Bristol,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Linden Street School,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Penny Playground of Learning,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Northwest Village School/Wheeler Clinic,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Plainville Early Learning Center at Toffolon,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Frank T. Wheeler School,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,"Plainville Early Learning Center, Inc. - S. Canal St.",Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Louis Toffolon School,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Wheeler Clinic - Home Visiting,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Plainville Community Preschool,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Middle School of Plainville,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Oak Hill School at Middle School of Plainville,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plainville School District,Plainville High School,Plainville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Haddam School District,Oak Hill School at Haddam-Killingworth High School,Haddam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plymouth School District,Plymouth Center School,Plymouth,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Plymouth School District,Plymouth- Harry S Fisher School,Plymouth,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plymouth School District,Harry S. Fisher Elementary School,Plymouth,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Plymouth School District,The Learning Center,Plymouth,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Plymouth School District,Eli Terry Jr. Middle School,Plymouth,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Plymouth School District,Terryville High School,Plymouth,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Plymouth School District,Plymouth Alternative High School,Plymouth,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Pomfret School District,Pomfret Community School,Pomfret Center,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Pomfret School District,Rectory School,Pomfret,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Pomfret School District,Pomfret School,Pomfret,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Oak Hill School at Portland,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,CRT-Portland Center/Gildersleeve School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Valley View School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Gildersleeve School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Brownstone Intermediate School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Portland Middle School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Portland School District,Portland High School,Portland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Preston School District,Preston Veterans' Memorial School,Preston,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Preston School District,Preston Plains School,Preston,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Putnam Family Resource Center,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,EastConn-Putnam Head Start,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Putnam Elementary School,Putnam,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Putnam School District,Day Kimball Hospital - Home Visiting,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Putnam Middle School,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Putnam Science Academy,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Putnam High School,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Putnam School District,Helping Hands,Putnam,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Redding School District,Redding Elementary School,Redding,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Redding School District,Landmark Preschool - Redding,Redding,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Redding School District,John Read Middle School,Redding,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Saint Mary School - Ridgefield,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Veterans Park Elementary School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Ridgefield Academy,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Ridgebury Elementary School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Farmingville Elementary School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Journey to Learn,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Scotland Elementary School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Branchville Elementary School,Ridgefield,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Ridgefield School District,Maimonides,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program RES,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Barlow Mountain Elementary School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program SES,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program ERMS,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program SRMS,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program FES,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program RHS,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,East Ridge Middle School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Scotts Ridge Middle School,Ridgefield,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Ridgefield School District,Ridgefield High School,Ridgefield,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Ridgefield School District,Alternative High School,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,Ridgefield 18-21 Transition Program,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Pathways,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Myrtle H. Stevens School,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,West Hill School,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Moser School,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Rocky Hill DREAM Transition Academy,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Albert D. Griswold Middle School,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Rocky Hill School District,Rocky Hill High School,Rocky Hill,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salem School District,Salem Elementary School,Salem,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salisbury School District,Salisbury Central School,Salisbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salisbury School District,Indian Mountain School,Salisbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salisbury School District,The Hotchkiss School,Salisbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Salisbury School District,Salisbury School,Salisbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Scotland School District,Scotland Elementary School,Scotland,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,Bungay School,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,Chatfield-LoPresti School,Seymour,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Seymour School District,Team Early Education,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,TEAM- Seymour Part Day,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,TEAM School Readiness at Chatfield-LoPresti,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,Kid's Club Learning Center,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,Seymour Middle School,Seymour,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Seymour School District,Seymour High School,Seymour,08/26/2021 - 09/01/2021,<6,2021-2022,9/2/2021
Sharon School District,Sharon Center School,Sharon,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Pre-Kindergarten,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Alternative Learning Center 1,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Shelton School Readiness,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Life Skills,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Holy Trinity Catholic Academy,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Team Inc. Shelton School Readiness,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Elizabeth Shelton School,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Sunnyside School,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shelton School District,Transition Program,Shelton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
